1747514881365,0,0,0,0,0,0,0,0
1747514881565,0,0,0,0,0,0,0,0
1747514881765,0,0,0,0,0,0,0,0
1747514881965,0,0,0,0,0,0,0,0
1747514882165,0,0,0,0,0,0,0,0
1747514882365,0,0,0,0,0,0,0,0
1747514882565,0,99,0,256,2,776,2056,2316
1747514882765,16961,101,0,256,2,776,2056,2316
1747514882965,0,102,0,256,2,776,2056,2316
1747514883165,0,102,0,256,2,776,2056,2316
1747514883365,0,106,0,256,2,776,2056,2316
1747514883565,0,103,0,256,2,776,2056,2316
1747514883765,0,104,0,256,2,776,2056,2316
1747514883965,0,101,0,256,2,776,2048,2316
1747514884165,0,102,0,0,0,0,0,0
1747514884365,0,101,0,0,0,0,0,2304
1747514884565,0,104,0,0,0,0,0,0
1747514884765,0,104,0,0,0,0,0,2048
1747514884965,0,106,0,0,0,776,8,268
1747514885165,0,102,0,0,0,520,2056,2316
1747514885365,0,101,0,0,2,8,2056,2316
1747514885565,16908,103,0,0,0,776,2056,2316
1747514885765,0,102,0,256,2,776,2056,2316
1747514885965,0,100,0,256,2,776,2056,2316
1747514886165,0,102,0,256,2,776,2056,2316
1747514886365,0,99,0,256,2,776,2056,2316
1747514886565,0,100,0,256,2,776,2056,2316
1747514886765,0,101,0,256,2,776,2056,2316
1747514886965,0,101,0,256,2,776,2056,2316
1747514887165,0,104,0,256,2,776,2056,2316
1747514887365,0,104,0,256,2,776,2056,2316
1747514887565,0,101,0,256,2,776,2056,2316
1747514887765,0,102,0,256,2,776,2056,2316
1747514887965,0,106,0,256,2,776,2056,2316
1747514888165,0,100,0,256,2,776,2056,2316
1747514888365,0,104,0,256,2,776,2056,2316
1747514888565,16960,102,0,256,2,776,2056,2316
1747514888765,16961,102,0,256,2,776,2056,2316
1747514888965,12,105,0,256,2,776,2056,2316
1747514889165,16961,106,0,256,2,776,2056,2316
1747514889365,12,104,0,256,2,776,2056,2316
1747514889565,16961,101,0,256,2,776,2056,2316
1747514889765,16961,104,0,256,2,776,2056,2316
1747514889965,16961,104,0,256,2,776,2056,2316
1747514890165,16961,103,0,256,2,776,2056,2316
1747514890365,0,104,0,256,2,776,2056,2316
1747514890565,16961,98,0,256,2,776,2056,2316
1747514890765,12,103,0,256,2,776,2056,2316
1747514890965,16961,105,0,256,2,776,2056,2316
1747514891165,16961,99,0,256,2,776,2056,2316
1747514891365,0,103,0,256,2,776,2056,2316
1747514891565,0,104,0,256,2,776,2056,2316
1747514891765,0,104,0,256,2,776,2056,2316
1747514891965,0,105,0,256,2,776,2056,2316
1747514892165,16961,103,0,256,2,776,2056,2316
1747514892365,16961,105,0,256,2,776,2056,2316
1747514892565,0,100,0,256,2,776,2056,2316
1747514892765,0,103,0,256,2,776,2056,2316
1747514892965,0,101,0,256,2,776,2056,2316
1747514893165,0,104,0,256,2,776,2056,2316
1747514893365,0,102,0,256,2,776,2056,2316
1747514893565,0,105,0,256,2,776,2074,2396
1747514893765,0,102,0,256,258,776,2394,23388
1747514893965,0,101,2,20820,1366,22360,22874,23388
1747514894165,0,101,20818,21332,21846,22360,22874,23388
1747514894365,0,102,20818,21332,21846,22360,22874,23388
1747514894565,0,102,20818,21332,21846,22360,22874,23388
1747514894765,0,102,20818,21332,21846,22360,22874,23388
1747514894965,0,103,20818,21332,21846,22360,22874,23388
1747514895165,0,104,20818,21332,21846,22360,22874,23388
1747514895365,0,101,20818,21332,21846,22360,22874,23388
