1748126582956,0,0,0,0,0,0,0,0,0,0
1748126583056,0,0,0,0,0,0,0,0,0,0
1748126583156,0,0,0,0,0,0,0,0,0,0
1748126583256,0,0,0,0,0,0,0,0,0,0
1748126583356,0,0,0,0,0,0,0,0,0,0
1748126583456,0,0,0,0,0,0,0,0,0,0
1748126583556,0,0,0,0,0,0,0,0,0,0
1748126583656,0,0,0,0,0,0,0,0,0,0
1748126583756,0,0,0,0,0,0,0,0,0,0
1748126583856,0,0,0,0,0,0,0,0,0,0
1748126583956,0,0,0,0,0,0,0,0,0,0
1748126584056,-3750000,68182,43983,43983,0,0,0,0,0,0
1748126584156,-5625000,157259,111798,75138,0,0,0,0,0,0
1748126584256,-7500000,114371,216269,51311,0,0,0,0,0,0
1748126584356,-9375000,181453,247424,82466,0,0,0,0,0,0
1748126584456,-11250000,266864,241923,76965,0,0,0,0,0,0
1748126584556,-13125000,190984,254752,71463,0,0,0,0,0,0
1748126584656,-15000000,129767,194264,47636,0,0,0,0,0,0
1748126584756,-16875000,196850,262079,60465,0,0,0,0,0,0
1748126584856,-18750000,117305,201592,91620,0,0,0,0,0,0
1748126584956,-18750000,146630,128279,109946,0,0,0,0,0,0
1748126585056,-18750000,32993,238252,18303,0,0,0,0,0,0
1748126585156,-18750000,-91639,146609,-22,0,0,0,0,0,0
1748126585256,-18750000,10999,18311,54960,0,0,0,0,0,0
1748126585356,-18750000,21996,-73331,18303,0,0,0,0,0,0
1748126585456,-18750000,7334,-55001,-36682,0,0,0,0,0,0
1748126585556,-18750000,183288,-36675,-26,0,0,0,0,0,0
1748126585656,-18750000,267598,91627,36629,0,0,0,0,0,0
1748126585756,-18750000,293258,-18345,36629,0,0,0,0,0,0
1748126585856,-18750000,377568,18314,-26,0,0,0,0,0,0
1748126585956,-18750000,304255,109957,-18352,0,0,0,0,0,0
1748126586056,-18750000,355575,91627,73289,0,0,0,0,0,0
1748126586156,-18750000,443552,256582,91616,0,0,0,0,0,0
1748126586256,-18750000,436220,348224,73289,0,0,0,0,0,0
1748126586356,-18750000,428889,513183,183262,0,0,0,0,0,0
1748126586456,-18750000,296924,568169,293234,0,0,0,0,0,0
1748126586556,-18750000,274930,513187,293234,0,0,0,0,0,0
1748126586656,-18750000,285927,476527,366547,0,0,0,0,0,0
1748126586756,-18750000,124637,659812,329891,0,0,0,0,0,0
1748126586856,-18750000,73318,623152,403207,0,0,0,0,0,0
1748126586956,-18750000,179623,513180,476519,0,0,0,0,0,0
1748126587056,-18750000,135635,604822,494849,0,0,0,0,0,0
