1748136147923,0,0,0,0,0,0,0,0,0,0,0
1748136148023,0,0,0,0,0,0,0,0,0,0,0
1748136148123,0,0,0,0,0,0,0,0,0,0,0
1748136148223,0,0,0,0,0,0,0,0,0,0,0
1748136148323,0,0,0,0,0,0,0,0,0,0,0
1748136148423,0,0,0,0,0,0,0,0,0,0,0
1748136148523,0,0,0,0,0,0,0,0,0,0,0
1748136148623,0,0,0,0,0,0,0,0,0,0,0
1748136148723,0,0,0,0,0,0,0,0,0,0,0
1748136148823,0,0,0,0,0,0,0,0,0,0,0
1748136148923,0,0,0,0,0,0,0,0,0,0,0
1748136149023,-3750000,90176,7327,-65988,0,0,0,0,0,0,0
1748136149123,-5625000,113270,1826,-108146,0,0,0,0,0,0,0
1748136149223,-7500000,118035,32981,-131973,0,0,0,0,0,0,0
1748136149323,-9375000,82479,45810,-100818,0,0,0,0,0,0,0
1748136149423,-11250000,94576,3652,-69663,0,0,0,0,0,0,0
1748136149523,-13125000,103008,34807,-93491,0,0,0,0,0,0,0
1748136149623,-15000000,115105,10980,-98992,0,0,0,0,0,0,0
1748136149723,-16875000,138199,60465,-49507,0,0,0,0,0,0,0
1748136149823,-18750000,157628,201592,-55008,0,0,0,0,0,0,0
1748136149923,-18750000,131968,274908,-55008,0,0,0,0,0,0,0
1748136150023,-18750000,98977,348221,73293,0,0,0,0,0,0,0
1748136150123,-18750000,76983,476519,164936,0,0,0,0,0,0,0
1748136150223,-18750000,73318,531506,274905,0,0,0,0,0,0,0
1748136150323,-18750000,139300,604818,403203,0,0,0,0,0,0,0
1748136150423,-18750000,113639,843089,494846,0,0,0,0,0,0,0
1748136150523,-18750000,102642,898076,751443,0,0,0,0,0,0,0
1748136150623,-18750000,102642,1172999,1008041,0,0,0,0,0,0,0
1748136150723,-18750000,113639,1356284,1246312,0,0,0,0,0,0,0
1748136150823,-18750000,80648,1521239,1521239,0,0,0,0,0,54,0
1748136150923,-18750000,84314,1722850,1814497,0,0,0,188,2351,53,0
1748136151023,-18750000,73316,1942792,2034438,0,85,-1091,187,2351,53,0
1748136151123,-18750000,69650,2144407,2327692,-823,85,-1091,187,2351,53,0
1748136151223,-18750000,69650,2419334,2602619,-823,85,-1091,187,2351,53,0
1748136151323,-18750000,47657,2639276,2785904,-823,84,-1091,187,2351,53,0
1748136151423,-18750000,91645,2840887,2987519,-823,84,-1091,187,2351,53,0
1748136151523,-18750000,98976,3060828,3134148,-823,84,-1091,187,2351,53,0
1748136151623,-18750000,109973,3207457,3354089,-823,84,-1091,187,2351,53,0
1748136151723,-18750000,98975,3372412,3482388,-823,84,-1092,187,2351,53,0
1748136151823,-18750000,109973,3390742,3610687,-824,84,-1092,187,2351,-1,0
1748136151923,-18750000,120970,3592353,3812298,-824,84,-1092,-1,-1,-1,0
1748136152023,-18750000,120970,3738982,3958923,-824,-1,-1,-1,-1,-1,0
1748136152123,-18750000,139298,3848951,4068896,-1,-1,-1,-1,-1,-1,0
1748136152223,-18750000,168623,3940593,4160538,-1,-1,-1,-1,-1,-1,0
1748136152323,-18750000,146629,4178864,4270511,-1,-1,-1,-1,-1,-1,0
1748136152423,-18750000,139298,4307163,4380479,-1,-1,-1,-1,-1,-1,0
1748136152523,-18750000,135632,4563761,4472118,-1,-1,-1,-1,-1,-1,0
1748136152623,-18750000,91644,4692059,4435462,-1,-1,-1,-1,-1,-1,0
1748136152723,-18750000,62319,4912000,4472118,-1,-1,-1,-1,-1,-1,0
1748136152823,-18750000,58654,5113612,4545430,-1,-1,-1,-1,-1,-1,0
1748136152923,-18750000,65985,5113612,4563760,-1,-1,-1,-1,-1,-1,0
1748136153023,-18750000,47657,5186924,4582090,-1,-1,-1,-1,-1,-1,0
1748136153123,-18750000,58654,5278567,4637077,-1,-1,-1,-1,-1,-1,0
1748136153223,-18750000,54989,5333553,4637077,-1,-1,-1,-1,-1,-1,0
1748136153323,-18750000,80649,5205254,4710389,-1,-1,-1,-1,-1,-1,0
1748136153423,-18750000,69653,5223584,4802032,-1,-1,-1,-1,-1,-1,0
1748136153523,-18750000,69653,5241914,4893674,-1,-1,-1,-1,-1,-1,0
1748136153623,-18750000,91647,5296901,4985317,-1,-1,-1,-1,-1,-1,0
1748136153723,-18750000,109976,5113616,5058629,-1,-1,-1,-1,-1,-1,0
1748136153823,-18750000,128304,5131946,5150272,-1,-1,-1,-1,-1,-1,0
1748136153923,-18750000,150298,5241918,5131942,-1,-1,-1,-1,-1,-1,0
1748136154023,-18750000,153964,5223592,5241911,-1,-1,-1,-1,-1,-1,0
1748136154123,-18750000,146633,5223592,5315223,-1,-1,-1,-1,-1,-1,0
1748136154223,-18750000,120973,5333561,5443522,-1,-1,-1,-1,-1,-1,0
1748136154323,-18750000,120973,5480186,5516838,-1,-1,-1,-1,-1,-1,0
1748136154423,-18750000,131969,5571828,5516838,-1,-1,-1,-1,-1,-1,0
1748136154523,-18750000,150298,5571828,5480182,-1,-1,-1,-1,-1,-1,0
1748136154623,-18750000,150298,5608484,5571824,-1,-1,-1,-1,-1,-1,0
1748136154723,-18750000,161294,5663471,5626811,-1,-1,-1,-1,-1,-1,0
1748136154823,-18750000,172291,5681797,5590154,-1,-1,-1,-1,-1,-1,0
1748136154923,-18750000,161294,5663467,5681797,-1,-1,-1,-1,-1,-1,0
1748136155023,-18750000,172291,5718449,5645141,-1,-1,-1,-1,-1,-1,0
1748136155123,-18750000,124637,5755106,5645141,-1,-1,-1,-1,-1,-1,0
1748136155223,-14662758,117305,5718449,5681797,-1,-1,-1,-1,-1,-1,0
1748136155323,-9989006,120971,5791766,5645137,-1,-1,-1,-1,-1,-1,0
1748136155423,-5315253,14666,5846748,5700123,-1,-1,-1,-1,-1,-1,0
1748136155523,-641501,-29322,5865078,5755109,-1,-1,-1,-1,-1,-1,0
1748136155623,4032251,-40319,5865078,5700123,-1,-1,-1,-1,-1,-1,0
1748136155723,8706003,-54981,5938391,5755109,-1,-1,-1,-1,-1,-1,0
1748136155823,13379756,-43984,6030033,5846752,-1,-1,-1,-1,-1,-1,0
1748136155923,18053508,-58647,6085019,5828422,-1,-1,-1,-1,-1,-1,0
1748136156023,22727261,-73310,6194992,5846752,-1,-1,-1,-1,-1,-1,0
1748136156123,27401013,-10993,6286634,5846752,-1,-1,-1,-1,-1,-1,0
1748136156223,27987525,11000,6158336,5791766,-1,-1,-1,-1,-1,-1,0
1748136156323,27987525,11000,6176662,5810096,-1,-1,-1,-1,-1,-1,0
1748136156423,27987525,87980,6048363,5810096,-1,-1,-1,-1,-1,-1,0
1748136156523,27987525,153962,6048363,5773439,-1,-1,-1,-1,-1,-1,0
1748136156623,27987525,157628,5956721,5810099,-1,-1,-1,-1,-1,-1,0
1748136156723,27987525,164959,6066693,5755113,-1,-1,-1,-1,-1,-1,0
1748136156823,27987525,150296,6085023,5718457,-1,-1,-1,-1,-1,-1,0
1748136156923,27987525,146631,6121679,5718457,-1,-1,-1,-1,-1,-1,0
1748136157023,27987525,139300,6066693,5791769,-1,-1,-1,-1,-1,-1,0
1748136157123,27987525,117306,6103349,5773439,-1,-1,-1,-1,-1,-1,0
1748136157223,27987525,113641,6249978,5736783,-1,-1,-1,-1,-1,-1,0
1748136157323,27987525,117307,6213322,5791769,-1,-1,-1,-1,-1,-1,0
1748136157423,27987525,117307,6268308,5773439,-1,-1,-1,-1,-1,-1,0
1748136157523,27987525,69653,6268308,5810096,-1,-1,-1,-1,-1,-1,0
1748136157623,27987525,91647,6323294,5828422,-1,-1,-1,-1,-1,-1,0
1748136157723,27987525,84316,6249982,5846752,-1,-1,-1,-1,-1,-1,0
1748136157823,27987525,80650,6194996,5828422,-1,-1,-1,-1,-1,-1,0
1748136157923,27987525,76984,6121683,5883408,-1,-1,-1,-1,-1,-1,0
1748136158023,27987525,69653,6048371,5883408,-1,-1,-1,-1,-1,-1,0
1748136158123,27987525,51324,5993388,5938394,-1,-1,-1,-1,-1,-1,0
1748136158223,27987525,58655,6085027,5993381,-1,-1,-1,-1,-1,-1,0
1748136158323,27987525,-10992,6066701,5883408,-1,-1,-1,-1,-1,-1,0
1748136158423,27987525,14667,6103357,5938394,-1,-1,-1,-1,-1,-1,0
1748136158523,27987525,73318,6085027,5975050,-1,-1,-1,-1,-1,-1,0
1748136158623,27987525,128303,6213326,5956724,-1,-1,-1,-1,-1,-1,0
1748136158723,27987525,164960,6231652,5920064,-1,-1,-1,-1,-1,-1,0
1748136158823,27987525,106310,6213326,5975050,-1,-1,-1,-1,-1,-1,0
1748136158923,27987525,161295,6286638,5975050,-1,-1,-1,-1,-1,-1,0
1748136159023,27987525,102644,6433263,5920064,-1,-1,-1,-1,-1,-1,0
1748136159123,27987525,69653,6414933,5883408,-1,-1,-1,-1,-1,-1,0
1748136159223,27987525,113641,6433263,5901738,-1,-1,-1,-1,-1,-1,0
1748136159323,27987525,190620,6451589,5920068,-1,-1,-1,-1,-1,-1,0
1748136159423,27987525,161295,6451589,5938398,-1,-1,-1,-1,-1,-1,0
1748136159523,27987525,208949,6506575,5901742,-1,-1,-1,-1,-1,-1,0
1748136159623,27987525,153963,6488245,5920068,-1,-1,-1,-1,-1,-1,0
1748136159723,27987525,43992,6469919,6011711,-1,-1,-1,-1,-1,-1,0
1748136159823,27987525,-10992,6506575,6011711,-1,-1,-1,-1,-1,-1,0
1748136159923,27987525,-161285,6378277,6048367,-1,-1,-1,-1,-1,-1,0
1748136160023,27987525,-36652,6323294,6103353,-1,-1,-1,-1,-1,-1,0
1748136160123,27987525,29330,6268308,6158339,-1,-1,-1,-1,-1,-1,0
1748136160223,27987525,32995,6231652,6158339,-1,-1,-1,-1,-1,-1,0
1748136160323,27987525,14666,6176666,6268308,-1,-1,-1,-1,-1,-1,0
1748136160423,27987525,84314,6121683,6249978,-1,-1,-1,-1,-1,-1,0
1748136160523,27987525,11000,6121683,6304964,-1,-1,-1,-1,-1,-1,0
1748136160623,27987525,18332,6066701,6286638,-1,-1,-821,-820,-4,-823,0
1748136160723,27987525,87980,6158339,6249982,-1,-1,-1029,-1642,-826,-1645,0
1748136160823,27987525,197951,6030041,6249982,-820,-1025,-2069,-2682,-1751,-2481,0
1748136160923,27987525,300590,6140013,6231655,-1848,-2066,-3149,-446,587,-141,0
