1748037411914,0,0,0,0,0,0,0,0,0,0
1748037412014,0,0,0,0,0,0,0,0,0,0
1748037412114,0,0,0,0,0,0,0,0,0,0
1748037412214,0,0,0,0,0,0,0,0,0,0
1748037412314,0,0,0,0,0,0,0,0,0,0
1748037412414,0,0,0,0,0,0,0,0,0,0
1748037412514,0,0,0,0,0,0,0,0,0,0
1748037412614,0,0,0,0,0,0,0,0,0,0
1748037412714,0,0,0,0,0,0,0,0,0,0
1748037412814,0,0,0,0,0,0,0,0,0,0
1748037412914,0,0,0,0,0,0,0,0,0,0
1748037413014,923752,156158,-175957,-47655,0,0,0,0,0,0
1748037413114,923752,156158,-175957,-47655,0,0,0,0,0,0
1748037413214,-951247,241569,-218115,-126468,0,0,0,0,0,0
1748037413314,-951247,241569,-218115,-126468,0,0,0,0,0,0
1748037413414,-2826247,341643,-278602,-95313,0,0,0,0,0,0
1748037413514,-2826247,341643,-278602,-95313,0,0,0,0,0,0
1748037413614,-4701247,419723,-247447,-155801,0,0,0,0,0,0
1748037413714,-4701247,419723,-247447,-155801,0,0,0,0,0,0
1748037413814,-6576247,497802,-216292,-161302,0,0,0,0,0,0
1748037413914,-6576247,497802,-216292,-161302,0,0,0,0,0,0
1748037414014,-8451247,568550,-221793,-130147,-1,-1,-1,-1,-1,-1
1748037414114,-8451247,568550,-221793,-130147,-1,-1,-1,-1,-1,-1
1748037414214,-10326247,672290,-245621,-190634,-1,-1,-1,-1,-1,-1
1748037414314,-10326247,672290,-245621,-190634,-1,-1,-1,-1,-1,-1
1748037414414,-12201247,739372,-214466,-177806,-1,3262,3002,2235,1663,0
1748037414514,-12201247,739372,-214466,-177806,2079,3262,3003,2235,1663,0
1748037414614,-14076247,828448,-146651,-183307,2079,3263,3003,2235,1663,0
1748037414714,-14076247,828448,-146651,-183307,2079,3263,3003,2235,1663,0
1748037414814,-18750000,828448,-36682,-219967,2079,3263,3003,2235,1663,0
1748037414914,-18750000,828448,-36682,-219967,2079,3263,3003,2235,1663,0
1748037415014,-18750000,861439,54960,-164984,2079,3263,3003,2235,1663,0
1748037415114,-18750000,861439,54960,-164984,2079,3263,3003,2235,1663,0
1748037415214,-18750000,854108,109946,-73342,2080,3263,3003,2235,1663,0
1748037415314,-18750000,854108,109946,-73342,2080,3263,3003,2236,1664,0
1748037415414,-18750000,835780,201588,-128325,2080,0,0,0,0,0
1748037415514,-18750000,835780,201588,-128325,0,0,0,0,0,0
1748037415614,-18750000,843111,109946,-73338,0,0,0,0,0,0
1748037415714,-18750000,843111,109946,-73338,0,0,0,0,0,0
1748037415814,-18750000,857773,109946,-55008,0,0,0,0,0,0
1748037415914,-18750000,857773,109946,-55008,0,0,0,0,0,0
1748037416014,-18750000,865105,128276,-91665,0,0,0,0,0,0
1748037416114,-18750000,865105,128276,-91665,0,0,0,0,0,0
1748037416214,-18750000,846776,18303,18307,0,0,0,0,0,0
1748037416314,-18750000,846776,18303,18307,0,0,0,0,0,0
1748037416414,-18750000,868771,-36678,-22,0,0,0,0,0,0
1748037416514,-18750000,868771,-36678,-22,0,0,0,0,0,0
1748037416614,-18750000,872436,-109995,36633,0,0,0,0,0,0
1748037416714,-18750000,872436,-109995,36633,0,0,0,0,0,0
1748037416814,-18750000,865105,-73338,146606,0,0,0,0,0,0
1748037416914,-18750000,865105,-73338,146606,0,0,0,0,0,0
1748037417014,-18750000,854108,-201637,109950,0,0,0,0,0,0
1748037417114,-18750000,854108,-201637,109950,0,0,0,0,0,0
1748037417214,-14076247,865105,-274953,128276,0,0,0,0,0,0
1748037417314,-14076247,865105,-274953,128276,0,0,0,0,0,0
1748037417414,-9402495,865105,-311609,128276,0,0,0,0,0,0
1748037417514,-9402495,865105,-311609,128276,0,0,0,0,0,0
1748037417614,-4728742,868771,-311609,109950,0,0,0,0,0,0
1748037417714,-4728742,868771,-311609,109950,0,0,0,0,0,0
1748037417814,-54990,865106,-311609,91620,0,0,0,0,0,0
1748037417914,-54990,865106,-311609,91620,0,0,0,0,0,0
1748037418014,4618762,879768,-366596,146606,0,0,0,0,0,0
1748037418114,4618762,879768,-366596,146606,0,0,0,0,0,0
1748037418214,9292515,890765,-164981,128276,0,0,0,0,0,0
1748037418314,9292515,890765,-164981,128276,0,0,0,0,0,0
1748037418414,13966267,883434,-256623,201592,0,0,0,0,0,0
1748037418514,13966267,883434,-256623,201592,0,0,0,0,0,0
1748037418614,18640020,879769,-274949,146610,0,0,0,0,0,0
1748037418714,18640020,879769,-274949,146610,0,0,0,0,0,0
1748037418814,23313772,872438,-384918,73297,0,0,0,0,0,0
1748037418914,23313772,872438,-384918,73297,0,0,0,0,0,0
1748037419014,27987525,857775,-293276,109953,0,0,0,0,0,0
1748037419114,27987525,857775,-293276,109953,0,0,0,0,0,0
1748037419214,27987525,835781,-201633,91627,0,0,0,0,0,0
1748037419314,27987525,835781,-201633,91627,0,0,0,0,0,0
1748037419414,27987525,832115,-219959,91627,0,0,0,0,0,0
1748037419514,27987525,832115,-219959,91627,0,0,0,0,0,0
1748037419614,27987525,806455,-146643,91627,0,0,0,0,0,0
1748037419714,27987525,806455,-146643,91627,0,0,0,0,0,0
1748037419814,27987525,806455,-164970,91627,0,0,0,0,0,0
1748037419914,27987525,806455,-164970,91627,0,0,0,0,0,0
1748037420014,27987525,769799,-183300,36641,0,0,0,0,6,2351
1748037420114,27987525,769799,-183300,36641,33,2248,0,0,6,2351
1748037420214,27987525,755136,-329928,-55001,33,2248,0,0,6,2351
1748037420314,27987525,755136,-329928,-55001,33,2248,0,0,6,2351
1748037420414,27987525,751470,-219959,-183303,33,2248,0,0,6,2351
1748037420514,27987525,751470,-219959,-183303,33,2248,0,0,5,2351
1748037420614,27987525,733142,-329932,-164977,33,2248,0,0,5,2351
1748037420714,27987525,733142,-329932,-164977,33,2247,0,0,5,2351
1748037420814,27987525,762467,-183303,-128321,33,2247,0,0,5,2350
