1746602254331,0,0,0,0,0,0,0,0
1746602254371,0,0,0,0,0,0,0,0
1746602254411,0,0,0,0,0,0,0,0
1746602254451,0,0,0,0,0,0,0,0
1746602254491,0,0,0,0,0,0,0,0
1746602254531,0,0,0,0,0,0,0,0
1746602254571,0,0,0,0,0,0,0,0
1746602254611,0,0,0,0,0,0,0,0
1746602254651,0,0,0,0,0,0,0,0
1746602254691,0,0,0,0,0,0,0,0
1746602254731,0,0,0,0,0,0,0,0
1746602254771,0,0,0,0,0,0,0,0
1746602254811,0,0,0,0,0,0,0,0
1746602254851,0,0,0,0,0,0,0,0
1746602254891,0,0,0,0,0,0,0,0
1746602254931,0,0,0,0,0,0,0,0
1746602254971,0,0,0,0,0,0,0,0
1746602255011,0,0,0,0,0,0,0,0
1746602255051,0,0,0,0,0,0,0,0
1746602255091,0,0,0,0,0,0,0,0
1746602255131,0,0,0,0,0,0,0,0
1746602255171,0,0,0,0,0,0,0,0
1746602255211,0,0,0,0,0,0,0,0
1746602255251,0,0,0,0,0,0,0,0
1746602255291,0,0,0,0,0,0,0,0
1746602255331,0,0,0,0,0,0,0,0
1746602255371,0,0,0,0,0,0,0,0
1746602255411,0,0,0,0,0,0,0,0
1746602255451,0,0,0,0,0,0,0,0
1746602255491,0,0,0,0,0,0,0,0
1746602255531,0,0,0,0,0,0,0,0
1746602255571,0,0,0,0,0,0,0,0
1746602255611,0,0,0,0,0,0,0,0
1746602255651,0,0,0,0,0,0,0,0
1746602255691,0,0,0,0,0,0,0,0
1746602255731,0,0,0,0,0,0,0,0
1746602255771,0,0,0,0,0,0,0,0
1746602255811,0,0,0,0,0,0,0,0
1746602255851,0,0,0,0,0,0,0,0
1746602255891,0,0,0,0,0,0,0,0
1746602255931,0,0,0,0,0,0,0,0
1746602255971,0,0,0,0,0,0,0,0
1746602256011,0,0,0,0,0,0,0,0
1746602256051,0,0,0,0,0,0,0,0
1746602256091,0,0,0,0,0,0,0,0
1746602256131,0,0,0,0,0,0,0,0
1746602256171,0,0,0,0,0,0,0,0
1746602256211,0,0,0,0,0,0,0,0
1746602256251,0,0,0,0,0,0,0,0
1746602256291,0,0,0,0,0,0,0,0
1746602256331,0,0,0,0,0,0,0,0
1746602256371,0,0,0,0,0,0,0,0
1746602256411,0,0,0,0,0,0,0,0
1746602256451,0,0,0,0,0,0,0,0
1746602256491,0,0,0,0,0,0,0,0
1746602256531,0,0,0,0,0,0,0,0
1746602256571,0,0,0,0,0,0,0,0
1746602256611,0,0,0,0,0,0,0,0
1746602256651,0,0,0,0,0,0,0,0
1746602256691,0,0,0,0,0,0,0,0
1746602256731,0,0,0,0,0,0,0,0
1746602256771,0,0,0,0,0,0,0,0
1746602256811,0,0,0,0,0,0,0,0
1746602256851,0,0,0,0,0,0,0,0
1746602256891,0,0,0,0,0,0,0,0
1746602256931,0,0,0,0,0,0,0,0
