1747522342145,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342185,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342225,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342265,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342305,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342345,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342385,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342425,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342465,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342505,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342545,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342585,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342625,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342665,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342705,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342745,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342785,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342825,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342865,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342905,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342945,128287,-604875,-29952,3070,-14852,-513,768,768
1747522342985,128287,-604875,-29952,3070,-14852,-513,768,768
1747522343025,128287,-604875,-29952,3070,-14852,-513,768,768
1747522343065,128287,-604875,-29952,3070,-14852,-513,768,768
1747522343105,128287,-604875,-29952,3070,-14852,-513,768,768
1747522343145,128287,-604875,-29952,3070,-14852,-513,768,768
1747522343185,128287,311550,-29184,2814,-14852,0,1280,768
1747522343225,128287,311550,-29184,2643,-14852,0,1280,768
1747522343265,128287,311550,-30208,3838,-14852,0,1280,768
1747522343305,128287,-55012,-30127,3838,-15108,-257,1536,512
1747522343345,128287,311550,-30127,3838,-15108,-257,1536,512
1747522343385,128287,-421575,-30127,3838,-15108,-257,1536,512
1747522343425,128287,-604875,-30127,3838,-15108,-257,1536,512
1747522343465,128287,-55012,-30127,3326,-14340,-257,1536,512
1747522343505,128287,128287,-30208,3326,-14340,0,768,512
1747522343545,128287,-604875,-30208,3326,-14340,0,768,512
1747522343585,128287,128287,-30208,3326,-14340,0,768,512
1747522343625,128287,311550,-30208,3326,-14340,0,768,512
1747522343665,128287,-55012,-29871,3326,-15108,0,768,512
1747522343705,128287,-238275,-29952,3326,-15108,256,1024,-1
1747522343745,128287,-421575,-29952,3326,-15108,256,1024,-1
1747522343785,128287,-421575,-29871,3326,-15108,256,1024,-1
1747522343825,128287,-238275,-29952,3326,-15108,256,1024,-1
1747522343865,311550,311550,-29952,3326,-15108,256,1024,-1
1747522343905,311550,311550,-30208,2814,-14084,0,256,0
1747522343945,311550,-55012,-30208,2814,-14251,0,256,0
1747522343985,311550,128287,-30208,2814,-14084,0,256,0
1747522344025,311550,311550,-30208,2814,-14084,0,256,0
1747522344065,311550,311550,-30208,2814,-14084,0,256,0
1747522344105,311550,311550,-29952,4094,-15108,-513,1792,256
1747522344145,311550,311550,-29952,4094,-15108,-513,1792,256
1747522344185,311550,-55012,-29952,4094,-15108,-513,1792,256
1747522344225,311550,-238275,-29952,4094,-15108,-513,1792,256
1747522344265,128287,494850,-29952,4094,-15108,-513,1792,256
1747522344305,128287,-604875,-30464,2814,-15364,-513,2048,768
1747522344345,128287,-238275,-30464,2814,-15364,-513,2048,768
1747522344385,128287,128287,-30464,2814,-15364,-513,2048,768
1747522344425,128287,678150,-30464,2814,-15364,-513,2048,768
1747522344465,128287,-55012,-30208,2814,-15364,-513,2048,768
1747522344505,128287,-55012,-30208,3582,-14852,-1,1024,256
1747522344545,128287,-55012,-30208,3582,-14852,-1,1024,256
1747522344585,128287,-238275,-30208,3582,-14852,-1,1024,256
1747522344625,128287,-604875,-30208,3582,-14852,-1,1024,256
1747522344665,311550,-238275,-29952,3582,-14852,-1,1024,256
1747522344705,311550,-238275,-29952,3326,-15620,0,2048,256
1747522344745,311550,-604875,-29952,3326,-15620,0,2048,256
1747522344785,311550,-238275,-29952,3326,-15620,0,2048,256
1747522344825,311550,-238275,-29952,3326,-15620,0,2048,256
1747522344865,311550,-55012,-29952,3582,-15620,0,2048,256
1747522344905,311550,-421575,-29952,3582,-14596,512,768,0
1747522344945,311550,-604875,-29952,3582,-14596,512,768,0
1747522344985,311550,311550,-29952,3582,-14596,512,768,0
1747522345025,311550,-55012,-29952,3582,-14596,512,768,0
1747522345065,128287,128287,-29871,3582,-14596,512,768,0
1747522345105,128287,311550,-29952,3326,-14596,256,1024,768
1747522345145,128287,-238275,-29952,3326,-14596,256,1024,768
1747522345185,128287,-788137,-29952,3326,-14596,256,1024,768
1747522345225,128287,-55012,-29952,3326,-14596,256,1024,768
1747522345265,128287,-604875,-29952,3326,-14596,256,1024,768
1747522345305,128287,311550,-29952,3838,-13572,512,768,768
1747522345345,128287,-238275,-29952,3838,-13739,512,768,768
1747522345385,128287,128287,-29952,3667,-13572,512,768,768
1747522345425,128287,-238275,-29871,3838,-13572,512,768,768
1747522345465,128287,-421575,-29952,3838,-13572,512,768,768
